0;0;100.0
0;1;100.0
0;2;100.0
0;3;100.0
1;4;70.0
1;5;40.0
1;6;40.0
1;7;10.0
1;8;40.0
2;9;100.0
2;8;40.0
2;10;0.0
2;6;40.0
3;11;10.0
3;12;0.0
3;13;100.0
4;14;0.0
4;15;100.0
4;16;0.0
4;17;0.0
5;18;40.0
5;19;70.0
6;15;100.0
6;20;70.0
6;21;0.0
6;22;100.0
6;23;100.0
6;24;100.0
7;25;70.0
7;26;100.0
7;27;100.0
7;28;100.0
8;29;0.0
8;30;100.0
8;31;0.0
8;32;100.0
9;33;40.0
9;34;100.0
10;35;100.0
10;36;100.0
10;37;100.0
10;38;100.0
10;32;100.0
10;39;100.0
10;40;100.0
11;41;70.0
11;42;70.0
12;43;100.0
12;20;70.0
12;18;40.0
12;24;100.0
12;44;70.0
13;45;70.0
13;46;70.0
13;44;70.0
13;47;10.0
13;30;100.0
13;48;70.0
13;2;100.0
14;49;100.0
14;50;40.0
14;51;70.0
14;52;70.0
14;53;100.0
14;54;70.0
14;55;100.0
14;56;0.0
15;57;10.0
15;58;10.0
15;59;40.0
16;58;10.0
16;57;10.0
16;59;40.0
16;60;70.0
16;61;100.0
16;13;100.0
17;47;10.0
17;62;40.0
18;25;70.0
18;54;70.0
18;63;100.0
19;44;70.0
19;22;100.0
19;21;0.0
19;15;100.0
19;20;70.0
19;23;100.0
19;24;100.0
20;34;100.0
20;54;70.0
20;64;70.0
20;65;100.0
21;14;0.0
21;15;100.0
21;17;0.0
22;66;70.0
22;25;70.0
22;61;100.0
22;48;70.0
23;67;70.0
23;68;70.0
24;5;40.0
24;9;100.0
24;7;10.0
24;8;40.0
24;6;40.0
25;59;40.0
25;58;10.0
25;57;10.0
26;6;40.0
26;42;70.0
26;68;70.0
26;69;100.0
26;27;100.0
26;9;100.0
26;70;0.0
26;46;70.0
27;0;100.0
27;2;100.0
27;1;100.0
28;20;70.0
28;43;100.0
28;44;70.0
28;24;100.0
29;41;70.0
