0;0;70.0
0;1;100.0
0;2;100.0
0;3;100.0
0;4;40.0
0;5;0.0
0;6;70.0
0;7;70.0
1;8;40.0
1;9;0.0
1;10;70.0
2;11;100.0
2;12;100.0
2;13;0.0
2;14;0.0
2;15;40.0
3;16;100.0
3;17;100.0
3;18;100.0
3;19;70.0
3;20;100.0
3;21;0.0
3;22;100.0
3;23;100.0
3;24;70.0
3;25;100.0
4;26;10.0
4;27;100.0
4;28;70.0
5;29;100.0
5;30;100.0
5;31;100.0
5;32;100.0
5;16;100.0
5;22;100.0
5;17;100.0
5;23;100.0
5;24;70.0
5;33;100.0
6;34;10.0
6;35;40.0
6;36;10.0
7;37;70.0
7;38;100.0
7;39;100.0
7;19;70.0
7;40;10.0
7;41;10.0
7;42;100.0
8;43;70.0
8;19;70.0
9;31;100.0
9;23;100.0
9;16;100.0
10;43;70.0
10;29;100.0
10;19;70.0
10;44;100.0
11;45;70.0
11;26;10.0
11;17;100.0
11;46;40.0
12;47;100.0
12;48;100.0
12;49;70.0
12;50;100.0
12;51;70.0
12;33;100.0
12;52;70.0
13;53;100.0
13;54;100.0
13;55;100.0
13;56;100.0
13;57;100.0
13;58;100.0
13;59;100.0
13;60;100.0
13;61;100.0
13;62;100.0
13;63;100.0
14;64;100.0
14;61;100.0
14;63;100.0
15;15;40.0
15;14;0.0
15;13;0.0
15;12;100.0
15;65;40.0
15;46;40.0
15;66;10.0
16;67;10.0
16;65;40.0
16;66;10.0
17;68;40.0
17;28;70.0
17;69;100.0
17;70;100.0
17;27;100.0
18;71;100.0
18;51;70.0
18;33;100.0
18;48;100.0
18;72;100.0
18;73;100.0
18;74;70.0
18;75;100.0
18;76;70.0
18;49;70.0
18;77;0.0
19;78;0.0
19;5;0.0
19;79;70.0
19;80;0.0
19;16;100.0
19;29;100.0
19;44;100.0
20;61;100.0
20;81;100.0
20;58;100.0
20;63;100.0
20;53;100.0
20;60;100.0
20;82;100.0
20;62;100.0
21;59;100.0
21;56;100.0
21;55;100.0
21;53;100.0
21;57;100.0
21;62;100.0
21;54;100.0
22;19;70.0
22;9;0.0
22;24;70.0
23;78;0.0
23;44;100.0
23;83;100.0
24;18;100.0
24;84;100.0
24;24;70.0
24;21;0.0
24;22;100.0
24;17;100.0
24;16;100.0
24;25;100.0
24;78;0.0
24;23;100.0
25;81;100.0
25;63;100.0
25;61;100.0
25;62;100.0
25;60;100.0
25;53;100.0
25;82;100.0
25;58;100.0
26;68;40.0
26;85;100.0
26;86;70.0
27;87;100.0
27;88;100.0
27;12;100.0
27;89;100.0
28;68;40.0
28;26;10.0
28;86;70.0
28;85;100.0
29;36;10.0
29;34;10.0
30;53;100.0
30;61;100.0
30;90;70.0
30;60;100.0
30;57;100.0
30;55;100.0
30;56;100.0
30;54;100.0
30;59;100.0
30;58;100.0
30;62;100.0
31;36;10.0
31;91;40.0
31;92;40.0
32;29;100.0
32;5;0.0
32;93;40.0
32;19;70.0
32;79;70.0
32;78;0.0
33;29;100.0
33;6;70.0
33;79;70.0
33;5;0.0
33;78;0.0
33;94;70.0
33;3;100.0
34;95;100.0
34;96;100.0
34;97;100.0
34;31;100.0
35;27;100.0
35;69;100.0
35;28;70.0
35;98;100.0
35;99;100.0
36;54;100.0
36;53;100.0
36;60;100.0
36;57;100.0
36;98;100.0
36;36;10.0
36;59;100.0
36;63;100.0
36;62;100.0
36;55;100.0
36;56;100.0
36;61;100.0
36;58;100.0
37;100;70.0
37;79;70.0
37;101;100.0
37;102;70.0
37;103;70.0
38;25;100.0
38;22;100.0
38;23;100.0
38;104;100.0
38;24;70.0
38;16;100.0
38;17;100.0
39;105;100.0
39;84;100.0
39;106;70.0
39;107;100.0
39;108;70.0
