0;36;100.0
0;40;0.0
0;8;100.0
0;55;70.0
0;6;100.0
0;54;100.0
1;52;10.0
1;47;10.0
1;14;40.0
1;27;70.0
1;62;100.0
1;37;100.0
2;50;40.0
2;23;70.0
2;25;40.0
3;56;100.0
3;10;100.0
4;3;70.0
4;54;100.0
4;20;100.0
4;44;100.0
4;46;40.0
4;7;0.0
4;41;70.0
4;9;70.0
5;70;10.0
5;53;10.0
6;43;10.0
6;15;0.0
6;37;100.0
7;42;100.0
7;1;100.0
7;11;70.0
8;25;40.0
8;29;100.0
8;58;70.0
9;52;10.0
9;11;70.0
9;24;100.0
9;53;10.0
9;39;100.0
9;0;70.0
10;45;0.0
10;57;100.0
10;50;40.0
10;23;70.0
10;25;40.0
11;28;100.0
11;31;70.0
11;49;70.0
11;60;100.0
11;61;40.0
12;14;40.0
12;52;10.0
12;47;10.0
13;48;40.0
13;16;70.0
13;19;40.0
13;51;70.0
13;17;40.0
14;42;100.0
14;0;70.0
15;25;40.0
15;35;100.0
15;65;100.0
15;74;100.0
16;32;100.0
16;73;100.0
16;49;70.0
16;68;70.0
17;13;70.0
17;69;100.0
17;62;100.0
17;12;100.0
17;37;100.0
17;38;100.0
18;22;70.0
18;72;100.0
18;64;100.0
18;33;100.0
19;63;70.0
19;22;70.0
19;62;100.0
19;13;70.0
20;18;100.0
20;29;100.0
20;58;70.0
20;66;100.0
20;21;100.0
20;60;100.0
20;26;100.0
21;55;70.0
21;2;100.0
22;56;100.0
22;4;100.0
22;55;70.0
22;5;100.0
22;30;100.0
22;34;10.0
23;51;70.0
23;4;100.0
23;55;70.0
23;40;0.0
23;54;100.0
23;33;100.0
23;2;100.0
24;59;100.0
24;62;100.0
24;67;100.0
25;22;70.0
25;31;70.0
25;71;100.0
